seed_label,seed_id,seed_title,model,log_file,query_hint,n_hits,hybrid_median,hybrid_min,hybrid_max,novel_fraction_hybrid<0.25,n_sbert,sbert_median,sbert_min,sbert_max,novel_fraction_sbert<0.55,joint_fraction_novel
AutoGen2308.08155,arXiv:2308.08155,AutoGen: Enabling Next-Gen LLM Applications via Multi-Agent Conversation,deepseekv3,20250919_151648_multi-agent_systems_LLM_conversation_programming.json,multi-agent systems LLM conversation programming,5,0.7809605871366581,0.742913112591097,1.0,0.0,4,0.616400957107544,0.41980433464050293,1.0,0.5,0.0
AutoGen2308.08155,arXiv:2308.08155,AutoGen: Enabling Next-Gen LLM Applications via Multi-Agent Conversation,deepseekv3,20250919_151750_multi-agent_LLM_applications_conversation_programm.json,multi-agent LLM applications conversation programming,5,0.7676882042864988,0.742913112591097,1.0,0.0,4,0.616400957107544,0.41980433464050293,1.0,0.5,0.0
AutoGen2308.08155,arXiv:2308.08155,AutoGen: Enabling Next-Gen LLM Applications via Multi-Agent Conversation,deepseekv3,20250919_151852_multi-agent_LLM_systems_conversational_memory.json,multi-agent LLM systems conversational memory,5,0.7766839345240537,0.7676882042864988,0.8037261058842413,0.0,5,0.4683316946029663,0.27972644567489624,0.6096125841140747,0.8,0.0
AutoGen2308.08155,arXiv:2308.08155,AutoGen: Enabling Next-Gen LLM Applications via Multi-Agent Conversation,deepseekv3,20250919_151955_multi-agent_LLM_systems_human-in-the-loop.json,multi-agent LLM systems human-in-the-loop,5,0.7572181272619223,0.7396960798109854,0.7755432125529464,0.0,5,0.521306037902832,0.4179114103317261,0.6648880839347839,0.8,0.0
AutoGen2308.08155,arXiv:2308.08155,AutoGen: Enabling Next-Gen LLM Applications via Multi-Agent Conversation,deepseekv3,20250919_152101_multi-agent_LLM_systems_task_specialization.json,multi-agent LLM systems task specialization,5,0.7820761634383451,0.7676882042864988,0.7917330240506137,0.0,5,0.4862760305404663,0.41980433464050293,0.5738773345947266,0.8,0.0
Consistency-Models2303.01469,arXiv:2303.01469,Consistency Models,deepseekv3,20250919_141830_consistency_models_diffusion_distillation.json,consistency models diffusion distillation,5,0.7064739079356039,0.6704035312900615,1.0,0.0,5,0.7995086312294006,0.5856640338897705,0.9999999403953552,0.0,0.0
Consistency-Models2303.01469,arXiv:2303.01469,Consistency Models,deepseekv3,20250919_141945_consistency_models_diffusion_distillation.json,consistency models diffusion distillation,5,0.7064739079356039,0.6704035312900615,1.0,0.0,5,0.7995086312294006,0.5856640338897705,0.9999999403953552,0.0,0.0
Consistency-Models2303.01469,arXiv:2303.01469,Consistency Models,deepseekv3,20250919_142102_consistency_models_zero-shot_editing.json,consistency models zero-shot editing,5,0.6813320601222916,0.6532221230854017,1.0,0.0,5,0.6328405737876892,0.5041062831878662,0.9999999403953552,0.2,0.0
Consistency-Models2303.01469,arXiv:2303.01469,Consistency Models,deepseekv3,20250919_142229_consistency_models_zero-shot_editing.json,consistency models zero-shot editing,5,0.6813320601222916,0.6532221230854017,1.0,0.0,5,0.6328405737876892,0.5041062831878662,0.9999999403953552,0.2,0.0
Consistency-Models2303.01469,arXiv:2303.01469,Consistency Models,deepseekv3,20250919_142356_consistency_models_zero-shot_editing.json,consistency models zero-shot editing,5,0.6813320601222916,0.6532221230854017,1.0,0.0,5,0.6328405737876892,0.5041062831878662,0.9999999403953552,0.2,0.0
Consistency-Models2303.01469,arXiv:2303.01469,Consistency Models,deepseekv3,20250919_152331_consistency_models_diffusion_distillation_one-step.json,consistency models diffusion distillation one-step generation,5,0.6845348617860352,0.6774080016612685,1.0,0.0,5,0.7512558698654175,0.6389651894569397,0.9999999403953552,0.0,0.0
